,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,price,city-L/100km,highway-L/100km,horsepower-bin,fuel-type-Diesel,diesel ,fuel-type-Gas,gas 
104,0.0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,0.7575757575757576,11900,12.379736842105263,9.800625,low,0,0,1,0
105,0.0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3197,l,four,152,idi,3.7,3.52,21.0,95.0,0.6287878787878788,13200,8.400535714285715,7.127727272727273,low,1,0,0,0
106,0.0,122,peugot,gas,std,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,0.9816053511705687,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,0.7575757575757576,12440,12.379736842105263,9.800625,low,0,0,1,0
107,0.0,122,peugot,diesel,turbo,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,0.9816053511705687,3430,l,four,152,idi,3.7,3.52,21.0,95.0,0.6287878787878788,13860,9.4086,9.4086,low,1,0,0,0
108,0.0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,0.7575757575757576,15580,12.379736842105263,9.800625,low,0,0,1,0
109,0.0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,0.6287878787878788,16900,8.400535714285715,7.127727272727273,low,1,0,0,0
110,0.0,122,peugot,gas,std,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,0.948160535117057,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,0.7575757575757576,16695,12.379736842105263,9.800625,low,0,0,1,0
111,0.0,122,peugot,diesel,turbo,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,0.9816053511705687,3485,l,four,152,idi,3.7,3.52,21.0,95.0,0.6287878787878788,17075,9.4086,9.4086,low,1,0,0,0
112,0.0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,0.7575757575757576,16630,12.379736842105263,9.800625,low,0,0,1,0
113,0.0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,0.6287878787878788,17950,8.400535714285715,7.127727272727273,low,1,0,0,0
114,0.0,161,peugot,gas,turbo,four,sedan,rwd,front,108.0,0.897164824603556,0.9446749654218534,0.9364548494983278,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,0.8484848484848485,18150,13.0675,9.800625,Medium,0,0,1,0
115,1.0,119,plymouth,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,0.8333333333333334,5572,6.357162162162163,5.736951219512195,low,0,0,1,0
116,1.0,119,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,0.8333333333333334,7957,9.800625,7.8405000000000005,low,0,0,1,0
117,1.0,154,plymouth,gas,std,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,0.8333333333333334,6229,7.587580645161291,6.189868421052632,low,0,0,1,0
118,1.0,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8824343015214384,0.8494983277591973,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,0.8333333333333334,6692,7.587580645161291,6.189868421052632,low,0,0,1,0
119,1.0,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8824343015214384,0.8494983277591973,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,0.8333333333333334,7609,7.587580645161291,6.189868421052632,low,0,0,1,0
120,-1.0,74,plymouth,gas,std,four,wagon,fwd,front,103.3,0.8390197020663143,0.8934993084370677,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,0.7575757575757576,8921,9.800625,7.8405000000000005,low,0,0,1,0
121,3.0,122,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,0.7575757575757576,12764,12.379736842105263,9.800625,Medium,0,0,1,0
122,3.0,186,porsche,gas,std,two,hatchback,rwd,front,94.5,0.8116290245074483,0.9446749654218534,0.8394648829431439,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,0.8333333333333334,22018,12.379736842105263,8.711666666666666,Medium,0,0,1,0
123,3.0,122,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,0.8939393939393939,32528,13.836176470588235,9.4086,High,0,0,1,0
124,3.0,122,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,0.8939393939393939,34028,13.836176470588235,9.4086,High,0,0,1,0
125,3.0,122,porsche,gas,std,two,convertible,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,0.8939393939393939,37028,13.836176470588235,9.4086,High,0,0,1,0
126,0.0,122,renault,gas,std,four,wagon,fwd,front,96.1,0.8721768380586257,0.9197786998616875,0.9230769230769231,2579,ohc,four,132,mpfi,3.46,3.9,8.7,108.18807339449542,0.7753336113427857,9295,10.226739130434783,7.587580645161291,low,0,0,1,0
127,2.0,122,renault,gas,std,two,hatchback,fwd,front,96.1,0.849591542527631,0.921161825726141,0.8444816053511706,2460,ohc,four,132,mpfi,3.46,3.9,8.7,108.18807339449542,0.7753336113427857,9895,10.226739130434783,7.587580645161291,low,0,0,1,0
128,3.0,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,0.7954545454545454,11850,11.200714285714286,8.400535714285715,low,0,0,1,0
129,2.0,104,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,0.7954545454545454,12170,11.200714285714286,8.400535714285715,low,0,0,1,0
130,3.0,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,0.7954545454545454,15040,11.200714285714286,8.400535714285715,low,0,0,1,0
131,2.0,104,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,0.7954545454545454,15510,11.200714285714286,8.400535714285715,low,0,0,1,0
132,3.0,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,0.8333333333333334,18150,12.379736842105263,9.04673076923077,Medium,0,0,1,0
133,2.0,104,saab,gas,turbo,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,0.8333333333333334,18620,12.379736842105263,9.04673076923077,Medium,0,0,1,0
134,2.0,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8769017980636238,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,0.7424242424242424,5118,7.587580645161291,6.53375,low,0,0,1,0
135,2.0,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.758769822200865,0.8796680497925312,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,0.6666666666666666,7053,9.04673076923077,7.587580645161291,low,0,0,1,0
136,2.0,83,subaru,gas,std,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8824343015214384,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,0.6666666666666666,7603,9.04673076923077,7.587580645161291,low,0,0,1,0
137,0.0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,0.7272727272727273,7126,7.35046875,6.357162162162163,low,0,0,1,0
138,0.0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,0.6666666666666666,7775,8.400535714285715,7.127727272727273,low,0,0,1,0
139,0.0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,0.7878787878787878,9960,9.04673076923077,7.35046875,low,0,0,1,0
140,0.0,102,subaru,gas,std,four,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,0.7272727272727273,9233,9.800625,9.4086,low,0,0,1,0
141,0.0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,0.7272727272727273,11259,9.800625,8.110862068965517,low,0,0,1,0
142,0.0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,0.7272727272727273,7463,8.400535714285715,7.35046875,low,0,0,1,0
143,0.0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,0.7878787878787878,10198,9.4086,7.587580645161291,low,0,0,1,0
144,0.0,85,subaru,gas,std,four,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,0.7272727272727273,8013,10.226739130434783,8.110862068965517,low,0,0,1,0
145,0.0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,0.7272727272727273,11694,10.226739130434783,10.226739130434783,low,0,0,1,0
146,1.0,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,0.7272727272727273,5348,6.720428571428571,6.031153846153846,low,0,0,1,0
147,1.0,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,0.7272727272727273,6338,7.587580645161291,6.189868421052632,low,0,0,1,0
148,1.0,74,toyota,gas,std,four,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,0.7272727272727273,6488,7.587580645161291,6.189868421052632,low,0,0,1,0
149,0.0,77,toyota,gas,std,four,wagon,fwd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,0.7272727272727273,6918,7.587580645161291,6.357162162162163,low,0,0,1,0
150,0.0,81,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,0.7272727272727273,7898,8.711666666666666,7.35046875,low,0,0,1,0
151,0.0,91,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,0.7272727272727273,8778,8.711666666666666,7.35046875,low,0,0,1,0
152,0.0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,0.7272727272727273,6938,7.8405000000000005,6.357162162162163,low,0,0,1,0
153,0.0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,0.7272727272727273,7198,7.8405000000000005,6.357162162162163,low,0,0,1,0
154,0.0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,0.6818181818181818,7898,6.9180882352941175,6.53375,low,1,0,0,0
155,0.0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,0.6818181818181818,7788,6.189868421052632,5.0045744680851065,low,1,0,0,0
156,0.0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,0.7272727272727273,7738,6.189868421052632,5.0045744680851065,low,0,0,1,0
157,0.0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,0.7272727272727273,8358,8.400535714285715,6.9180882352941175,low,0,0,1,0
158,0.0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,0.7272727272727273,9258,8.400535714285715,6.9180882352941175,low,0,0,1,0
159,1.0,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,0.7272727272727273,8058,8.110862068965517,6.9180882352941175,low,0,0,1,0
160,1.0,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,0.7272727272727273,8238,8.110862068965517,6.9180882352941175,low,0,0,1,0
161,1.0,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,1.0,9298,9.04673076923077,8.110862068965517,low,0,0,1,0
162,1.0,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,1.0,9538,9.04673076923077,8.110862068965517,low,0,0,1,0
163,2.0,134,toyota,gas,std,two,hardtop,rwd,front,97.3,0.8467083133109082,0.9073305670816044,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,0.7272727272727273,8449,9.800625,7.8405000000000005,low,0,0,1,0
164,2.0,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,0.7272727272727273,9639,9.800625,7.8405000000000005,low,0,0,1,0
165,2.0,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,0.7272727272727273,9989,9.800625,7.8405000000000005,low,0,0,1,0
166,2.0,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,0.7272727272727273,11199,9.800625,7.8405000000000005,low,0,0,1,0
167,2.0,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,0.7272727272727273,11549,9.800625,7.8405000000000005,low,0,0,1,0
168,2.0,134,toyota,gas,std,two,convertible,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,0.7272727272727273,17669,9.800625,7.8405000000000005,low,0,0,1,0
169,-1.0,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,0.6363636363636364,8948,8.110862068965517,6.9180882352941175,low,0,0,1,0
170,-1.0,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,0.6818181818181818,10698,7.8405000000000005,7.127727272727273,low,1,0,0,0
171,-1.0,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616875,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,0.6363636363636364,9988,8.711666666666666,7.35046875,low,0,0,1,0
172,-1.0,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,0.6363636363636364,10898,8.711666666666666,7.35046875,low,0,0,1,0
173,-1.0,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616875,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,0.6363636363636364,11248,8.711666666666666,7.35046875,low,0,0,1,0
174,3.0,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351315,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,0.7878787878787878,16558,11.76075,9.800625,Medium,0,0,1,0
175,3.0,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351315,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,0.7878787878787878,15998,12.379736842105263,9.800625,Medium,0,0,1,0
176,-1.0,90,toyota,gas,std,four,sedan,rwd,front,104.5,0.9024507448342144,0.9197786998616875,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,0.7878787878787878,15690,11.76075,9.800625,Medium,0,0,1,0
177,-1.0,122,toyota,gas,std,four,wagon,rwd,front,104.5,0.9024507448342144,0.9197786998616875,0.9046822742474917,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,0.7878787878787878,15750,12.379736842105263,9.800625,Medium,0,0,1,0
178,2.0,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,0.7272727272727273,7775,6.357162162162163,5.113369565217392,low,1,0,0,0
179,2.0,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,0.7954545454545454,7975,8.711666666666666,6.9180882352941175,low,0,0,1,0
180,2.0,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,0.7272727272727273,7995,6.357162162162163,5.113369565217392,low,1,0,0,0
181,2.0,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,0.7954545454545454,8195,8.711666666666666,6.9180882352941175,low,0,0,1,0
182,2.0,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,0.7954545454545454,8495,8.711666666666666,6.9180882352941175,low,0,0,1,0
183,2.0,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,0.6818181818181818,9495,6.357162162162163,5.600357142857143,low,1,0,0,0
184,2.0,94,volkswagen,gas,std,four,sedan,fwd,front,65.5,0.8250840941854877,0.9059474412171508,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,0.8333333333333334,9995,9.04673076923077,7.35046875,low,0,0,1,0
185,3.0,122,volkswagen,gas,std,two,convertible,fwd,front,94.5,0.7654973570398848,0.8879668049792532,0.9297658862876255,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,0.8333333333333334,11595,9.800625,8.110862068965517,low,0,0,1,0
186,3.0,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8852005532503459,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,0.8333333333333334,9980,9.800625,8.110862068965517,low,0,0,1,0
187,0.0,122,volkswagen,gas,std,four,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,0.9214046822742475,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,0.8333333333333334,13295,12.379736842105263,9.800625,low,0,0,1,0
188,0.0,122,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,0.9214046822742475,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,0.6818181818181818,13845,7.127727272727273,6.189868421052632,low,1,0,0,0
189,0.0,122,volkswagen,gas,std,four,wagon,fwd,front,100.4,0.8798654493032196,0.9253112033195022,0.9214046822742475,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,0.8333333333333334,12290,9.4086,7.587580645161291,low,0,0,1,0
190,-2.0,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,0.8181818181818182,12940,10.226739130434783,8.400535714285715,low,0,0,1,0
191,-1.0,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,0.8181818181818182,13415,10.226739130434783,8.400535714285715,low,0,0,1,0
192,-2.0,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,0.8181818181818182,15985,9.800625,8.400535714285715,low,0,0,1,0
193,-1.0,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,0.8181818181818182,16515,9.800625,8.400535714285715,low,0,0,1,0
194,-2.0,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,0.7727272727272727,18420,13.836176470588235,10.691590909090909,Medium,0,0,1,0
195,-1.0,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,0.7727272727272727,18950,13.836176470588235,10.691590909090909,Medium,0,0,1,0
196,-1.0,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,0.8181818181818182,16845,10.226739130434783,8.400535714285715,low,0,0,1,0
197,-1.0,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9515905947441217,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,0.803030303030303,19045,12.379736842105263,9.4086,Medium,0,0,1,0
198,-1.0,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,0.8333333333333334,21485,13.0675,10.226739130434783,Medium,0,0,1,0
199,-1.0,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,0.7272727272727273,22470,9.04673076923077,8.711666666666666,low,1,0,0,0
200,-1.0,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,0.8181818181818182,22625,7.127727272727273,9.4086,low,0,0,1,0
201,0.8341463414634146,122,Cadillac,gas ,std ,four,hatchback,rwd,front,109.1,0.8467083133109082,0.8852005532503459,0.9615384615384616,3062,ohc,eight,141,idi,3.01,3.6,23.0,235.0,0.7575757575757576,48215,7.127727272727273,8.711666666666666,High,0,0,0,1
202,0.8341463414634146,122,Cadillac,diesel ,turbo,four,hatchback,fwd,rear,109.1,0.9072561268620856,0.9059474412171508,0.9615384615384616,3217,ohc,eight,173,2bbl,3.78,3.15,9.5,235.0,0.8181818181818182,21485,10.226739130434783,7.8405000000000005,High,0,1,0,0
203,0.8341463414634146,122,Cadillac,diesel ,turbo,two,hatchback,rwd,rear,109.1,0.9072561268620856,0.8852005532503459,0.9615384615384616,2212,ohc,eight,173,idi,3.58,3.6,9.5,235.0,0.8181818181818182,22625,7.127727272727273,9.4086,High,0,1,0,0
204,0.8341463414634146,122,Ford ,diesel ,turbo,two,sedan,fwd,rear,97.3,0.8467083133109082,0.9515905947441217,0.8595317725752508,3217,ohc,six,171,2bbl,3.19,3.4,9.5,106.0,0.8333333333333334,21485,10.691590909090909,7.8405000000000005,low,0,1,0,0
205,0.8341463414634146,122,Ford ,diesel ,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.939799331103679,3217,ohcv,six,145,idi,3.27,2.87,23.0,235.0,0.8333333333333334,11199,10.226739130434783,7.35046875,High,0,1,0,0
206,0.8341463414634146,122,Ford ,gas ,turbo,two,sedan,rwd,rear,98.4,0.8250840941854877,0.8852005532503459,0.8595317725752508,2212,ohc,four,171,mpfi,3.05,3.4,9.0,106.0,0.8333333333333334,48215,7.127727272727273,7.8405000000000005,low,0,0,0,1
207,0.8341463414634146,122,Chrysler ,gas,std,two,convertible,fwd,front,104.3,0.8250840941854877,0.9059474412171508,0.939799331103679,2212,ohcv,four,171,idi,3.01,2.87,9.0,235.0,0.7272727272727273,11595,10.226739130434783,8.400535714285715,High,0,0,1,0
208,0.8341463414634146,122,Chrysler ,gas,turbo,two,convertible,rwd,rear,97.3,0.9072561268620856,1.0,0.9615384615384616,3049,ohcv,six,141,mpfi,3.19,3.4,23.0,106.0,0.8333333333333334,22625,9.800625,7.8405000000000005,low,0,0,1,0
209,0.8341463414634146,122,Chrysler ,gas,std,four,hardtop,fwd,front,97.3,0.8467083133109082,0.9515905947441217,0.8595317725752508,3062,ohc,six,171,idi,3.19,3.6,7.5,160.0,0.6363636363636364,21485,10.226739130434783,7.587580645161291,Medium,0,0,1,0
